PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
Rank,SLItemLocs,0,rank,,,Short Integer,,0
RecordDate,SLItemLocs,0,RecordDate,,Date,Date,,0
RecordDate_1,ERS_RentalItemLocs,1,RecordDate,,Date,Date,,0
RecordState,SLItemLocs,0,,,String,String,NULL,0
RefRowPointer,ERS_RentalItemLocs,1,RefRowPointer,,GUID,GUID,,0
RentalInventory,ERS_RentalItemLocs,1,RentalInventory,,Byte,Byte,,0
RowPointer,SLItemLocs,0,RowPointer,,GUID,GUID,,0
RowPointer_1,ERS_RentalItemLocs,1,RowPointer,,GUID,GUID,,0
SLContainerItems,SLItemLocs,0,,SLContainerItems,,,,0
SLItempieces,SLItemLocs,0,,SLItempieces,,,,0
SLSerials,SLItemLocs,0,,SL.SLSerials,Object,Object,,0
StagingLoc,AIT_SS_SLItemLocs,1,StagingLoc,,Byte,Byte,,0
UbFromLotTrxRestrictCode,SLItemLocs,0,,,,String,,0
UbRecordCount,SLItemLocs,0,,,,Long Integer,,0
UbToLoc,SLItemLocs,0,,,,String,,0
UbToLot,SLItemLocs,0,,,,String,,0
UbToLotTrxRestrictCode,SLItemLocs,0,,,,String,,0
UbTrnAccessUnit1,SLItemLocs,0,,,,String,,0
UbTrnAccessUnit2,SLItemLocs,0,,,,String,,0
UbTrnAccessUnit3,SLItemLocs,0,,,,String,,0
UbTrnAccessUnit4,SLItemLocs,0,,,,String,,0
UBTrnAccount,SLItemLocs,0,,,,String,,0
UbTrnAccountDesc,SLItemLocs,0,,,,String,,0
UBTrnDate,SLItemLocs,0,,,,Date,,0
UBTrnDesc,SLItemLocs,0,,,,String,,0
UbTrnIsControl,SLItemLocs,0,,,,Byte,,0
UBTrnReasonCode,SLItemLocs,0,,,,String,,0
UBTrnType,SLItemLocs,0,,,,String,,0
UBTrnUnit1,SLItemLocs,0,,,,String,,0
UBTrnUnit2,SLItemLocs,0,,,,String,,0
UBTrnUnit3,SLItemLocs,0,,,,String,,0
UBTrnUnit4,SLItemLocs,0,,,,String,,0
