PropertyName,DefinedInCollection,Depth,ColumnName,SubCollectionName,DataType,EffectiveDataType,PropertyValue,DoNotUse
CurpAllowOver,SLCos,0,allow_currate_override,,Byte,Byte,,0
CurrCode,SLCos,0,curr_code,,,String,,0
CurrDescription,SLCos,0,description,,,String,,0
cus_decifld2,CHAP_SLCos,1,decifld2,,Decimal,Decimal,,0
Cus01Contact_3,SLCos,0,contact##3,,,String,,0
Cus01Phone_3,SLCos,0,phone##3,,,String,,0
Cus0CustType,SLCos,0,cust_type,,String,String,,0
CusCustType,SLCos,0,cust_type,,,String,,0
CusLangCode,SLCos,0,lang_code,,,String,,0
CusLcrReqd,SLCos,0,lcr_reqd,,,Byte,,0
CusTaxRegNum1ExpDate,SLCos,0,tax_reg_num1_exp_date,,,Date,,0
CustCarrierAcct,AITSLCos,2,CustCarrierAcct,,String,String,,0
CustNum,SLCos,0,cust_num,,,NumSortedString,,0
CustomerPicture,SLCos,0,picture,,,Binary,,0
CustPayType,SLCos,0,pay_type,,,String,,0
CustPo,SLCos,0,cust_po,,,String,,0
CustSeq,SLCos,0,cust_seq,,,Long Integer,,0
CusTypTaxablePrice,SLCos,0,taxable_price,,,String,,0
CusUseExchRate,SLCos,0,use_exch_rate,,,Byte,,0
Date,SLCos,0,,,Date,Date,,0
DateChar,SLCos,0,,,String,String,,0
Datefld,SLCos,0,datefld,,,Date,,0
DaysShippedAfterDueDateTolerance,SLCos,0,days_shipped_after_due_date_tolerance,,,Short Integer,,0
DaysShippedBeforeDueDateTolerance,SLCos,0,days_shipped_before_due_date_tolerance,,,Short Integer,,0
Decifld1,SLCos,0,decifld1,,,Decimal,,0
Decifld2,SLCos,0,decifld2,,,Decimal,,0
Decifld3,SLCos,0,decifld3,,,Decimal,,0
DeclareValue,AITSLCos,2,DeclareValue,,Byte,Byte,,0
DefaultShipTo,SLCos,0,default_ship_to,,Short Integer,Short Integer,,0
DeliveryDocsRequiredForPu,AITSLCos,2,DeliveryDocsRequiredForPu,,Byte,Byte,,0
DeliveryLoadingDock,AITSLCos,2,DeliveryLoadingDock,,Byte,Byte,,0
DeliverySeaLinkRequired,AITSLCos,2,DeliverySeaLinkRequired,,Byte,Byte,,0
DeliveryTWICRequired,AITSLCos,2,DeliveryTWICRequired,,Byte,Byte,,0
Delterm,SLCos,0,delterm,,,String,,0
DeltermDesc,SLCos,0,description,,,String,,0
DemandingSite,SLCos,0,demanding_site,,,String,,0
DemandingSitePoNum,SLCos,0,demanding_site_po_num,,,NumSortedString,,0
density_based_freight,AITSLCos,2,density_based_freight,,Byte,Byte,,0
DerASPSearch,SLCos,0,,,,String,"ISNULL(CoNum,{''}) + '|' + ISNULL(Stat,{''}) + '|' + ISNULL(CadrName,{''}) + '|' + CAST (OrderDate AS nvarchar(20))",0
DerBillToAddress,SLCos,0,,,,String,"CASE WHEN CustNum <> '' AND CustNum IS NOT NULL THEN dbo.FormatAddress(CustNum, 0) ELSE '' END",0
DerCOLineCount,SLCos,0,,,Short Integer,Short Integer,(SELECT COUNT(*) FROM dbo.coitem WHERE co_num = CoNum AND (Type  = 'E' Or Type = 'R')),0
DerCoNum,SLCos,0,,,,NumSortedString,LTRIM(RTRIM(CoNum)),0
DerCoShipmentApprovalRequired,SLCos,0,,,Byte,Byte,"CASE
 WHEN EXISTS (SELECT 1 FROM dbo.co_ship  WHERE co_num = CoNum) THEN 1 
ELSE 0
END",0
DerCoverSheetCompany,SLCos,0,,,,String,'',0
DerCoverSheetContact,SLCos,0,,,,String,'',0
DerCurrCode,SLCos,0,,,String,String,"COALESCE(ProCurrCode, CurrCode)
",0
DerCustName,SLCos,0,,,,String,"Case When CustNum is null or CustNum = '' Then
    Case When ProspectId is not null and ProspectId <> ''
        Then ProCompany
    Else 
        ''
    End
Else
    CadrName
End",0
DerCustProspect,SLCos,0,,,String,String,"IsNull(CustNum, ProspectId)",0
DerCustProspectCompany,SLCos,0,,,,String,CASE WHEN CustNum is NULL then ProspectCompany ELSE BillToName END,0
DerDaysToShip,SLCos,0,,,,String,CASE WHEN ShmMinDaysToShip IS NOT NULL AND ShmMaxDaysToShip IS NOT NULL THEN LTRIM(Str(ShmMinDaysToShip)) + '-' + LTRIM(Str(ShmMaxDaysToShip)) WHEN ShmMinDaysToShip IS NOT NULL AND ShmMaxDaysToShip IS NULL THEN LTRIM(Str(ShmMinDaysToShip)) WHEN ShmMinDaysToShip IS NULL AND ShmMaxDaysToShip IS NOT NULL THEN LTRIM(Str(ShmMaxDaysToShip)) ELSE '' END,0
DerDaysToShipMsg,SLCos,0,,,,String,"CASE WHEN DerDaysToShip IS NOT NULL THEN
ShmDescription + '      ' + dbo.MsgAppFunctionSp ('', '@!UsuallyArrivesShipDate', DerDaysToShip, '', '', '', '', '', '', '', '', '', '', '', '', '', '')
ELSE ShmDescription END",0
DerDestination,SLCos,0,,,,String,'',0
DerDocumentExists,SLCos,0,,,Byte,Byte,CASE WHEN EXISTS(SELECT TOP 1 RowPointer FROM dbo.DocumentObjectReference WHERE TableName = 'co' AND TableRowPointer = RowPointer) THEN 1 ELSE 0 END,0
DerDoLines,SLCos,0,,,,Byte,0,0
DerExistCoLine,SLCos,0,,,Byte,Byte,CASE WHEN EXISTS (SELECT 1 FROM dbo.coitem WHERE co_num = CoNum)  THEN 1 ELSE 0 END,0
DerFavoriteCustomer,SLCos,0,,,,Byte,"CASE WHEN EXISTS (SELECT 1 FROM favorite_customer WHERE cust_num = CustNum AND username = dbo.[UserName2Sp]() )
THEN 1
ELSE
0
END",0
DerGetOrderHeaderStatusForPortal,SLCos,0,,,String,String,dbo.GetOrderHeaderStatusForPortal(CoNum),0
DerHasCoShipped,SLCos,0,,,,Byte,dbo.HasCoShipped(CoNum),0
